ip= 1 ,W-index= 17.2 ,Rc(GV)= 4.381 ,depth(g/cm2)= 1033.23 ,g= 0.15
Total Flux (/cm2/s)= 0.000320497
  Energy(MeV/n)              u              v              w              x              y              z
   1.426751e+03  -3.056339e-01   3.728588e-01  -8.761074e-01   1.289031e+01  -8.737527e+01   7.245874e+01
   5.915995e+02  -3.732513e-02   6.577342e-02  -9.971362e-01  -2.624199e+01   1.173908e+01   1.020438e+02
   9.746869e+02  -2.353645e-01   3.235288e-01  -9.164784e-01   6.289647e+01  -2.447675e+01   8.432001e+01
   5.400121e+02   6.286462e-01   5.847492e-01   5.127109e-01  -2.579029e+01  -1.005842e+02  -4.870292e+01
   2.488027e+02  -1.744755e-02  -3.295281e-01  -9.439845e-01  -2.905199e+01  -4.287561e+01   1.214380e+02
   2.036857e+01  -2.329370e-01   7.921172e-01  -5.641725e-01  -2.826685e+01  -1.142452e+02   2.851749e+01
   4.962339e+00  -6.921017e-01  -5.089175e-01  -5.118576e-01   1.027528e+02   2.755754e+01   2.903167e+01
   2.800033e+02  -2.221689e-01   3.763206e-01  -8.994575e-01   2.375689e-01  -8.150829e+01   7.701750e+01
   1.064487e+02  -6.185313e-01  -7.605724e-01   1.973543e-01   3.027417e+01   1.160440e+02   3.539530e+01
   2.480278e+02  -1.333018e-01   1.230745e-01  -9.834039e-01  -6.738228e+01   2.816084e+01   1.143458e+02
   1.066515e+03   2.725095e-01   2.749481e-01  -9.220315e-01  -1.387565e+01  -3.661942e+01   9.343533e+01
   1.250836e+03  -8.243587e-02  -5.268826e-01  -8.459309e-01   8.895636e+01   4.975607e+01   7.855393e+01
   7.254181e+01   6.762358e-01  -6.186965e-01   3.998997e-01  -7.885956e+01   9.916545e+01   3.671164e+01
   1.170962e+03  -8.787309e-02  -1.028763e-02  -9.960786e-01  -1.049229e+01  -2.788053e+01   1.016073e+02
   1.151148e+03   6.373332e-02  -1.578718e-01  -9.854007e-01  -4.304587e-01   9.441551e+01   8.632734e+01
   3.909495e+02  -3.975298e-01  -6.348748e-01  -6.624984e-01   1.235404e+02   1.209627e+01   6.522192e+01
   2.887262e+02   1.596033e-01   7.167386e-01  -6.788317e-01  -1.084230e+01  -5.954998e+01   8.188739e+01
   1.364110e+02  -4.671656e-01  -7.535789e-01  -4.624663e-01  -1.879501e+01   6.976024e+01   1.215452e+02
   3.614192e+01  -8.590273e-01  -3.236139e-01  -3.966688e-01   9.982933e+01   3.567437e+01   6.804565e+00
   2.605971e+02  -2.435428e-02   2.247240e-01  -9.741181e-01   6.539276e+01   4.651954e+00   1.020952e+02
   7.778453e+01  -6.032909e-01  -5.956020e-02  -7.952941e-01   1.069807e+02   1.524116e+01   4.344527e+01
   7.977107e+01  -8.550657e-01  -4.489585e-01  -2.594205e-01   5.512841e+01   9.440846e+01   4.038274e+01
   6.467520e+02   1.532357e-01   4.974488e-01  -8.538521e-01  -4.147722e+01  -3.658914e+01   8.835603e+01
   2.368331e+02  -2.797268e-02   2.509485e-01  -9.675962e-01   5.725562e+01  -5.999847e+01   8.613291e+01
   5.278827e+01   8.393999e-01  -1.220066e-01  -5.296435e-01  -9.341635e+01   5.990097e+01   2.695778e+01
   3.268277e+02  -4.807960e-01  -1.797178e-01  -8.582172e-01   9.035351e+01   2.732863e+01   6.017935e+01
   2.268051e+02   6.923092e-01  -4.869890e-01  -5.324939e-01  -3.087917e+01   1.326209e+01   1.355200e+02
   7.382112e+02   5.893790e-01   3.237026e-01  -7.401683e-01  -6.976360e+01  -3.888725e+01   6.254645e+01
   7.212548e+01   4.626169e-02   4.490494e-01  -8.923085e-01  -5.666423e+01   7.777899e+00   1.130453e+02
   1.387426e+03   3.604114e-02  -3.887131e-02  -9.985940e-01  -7.455788e+00  -4.732769e+01   1.017140e+02
   2.973419e+01  -2.232878e-01   6.232802e-01  -7.494427e-01  -2.856071e+01  -5.161164e+00   1.376495e+02
   3.999076e+02   6.259871e-02   2.357131e-01  -9.698045e-01  -9.603058e+01  -3.252640e+01   8.900940e+01
   6.182125e+01  -8.286631e-01   4.218602e-01   3.679014e-01   8.317792e+01  -3.721842e+01  -4.178444e+01
   1.867481e+02  -6.985674e-01   5.274070e-01  -4.835757e-01   1.019571e+02  -7.277169e+01  -1.986078e+01
   2.168143e+02  -4.785477e-02   4.063349e-01  -9.124702e-01  -2.868281e+01  -3.153022e+01   9.705608e+01
   1.143300e+02  -8.083984e-01  -4.275870e-01  -4.045509e-01   8.007636e+01   2.369715e+01   6.212767e+01
   3.859008e+02  -4.356595e-02  -6.858303e-02  -9.966937e-01  -2.080142e+01  -8.074527e+01   1.067971e+02
   3.354578e+02   1.850486e-02   5.934438e-01  -8.046627e-01  -4.412067e+01  -2.041015e+01   1.082084e+02
   1.768420e+03   2.251396e-01  -3.358817e-01  -9.146013e-01  -2.792244e+01  -2.393920e+01   1.112553e+02
   1.036416e+03  -4.546276e-02   1.148458e-01  -9.923425e-01   4.062446e+01   6.519948e+01   1.064562e+02
   8.795312e+02   4.804295e-01  -8.614693e-01  -1.644937e-01  -2.383082e+01   1.015624e+02   6.432338e+00
   5.294413e+02   3.905544e-02   3.647426e-02  -9.985711e-01  -6.855736e+01  -3.248865e-01   9.744986e+01
   1.407082e+02   6.848225e-01  -3.467403e-01  -6.409285e-01  -1.999949e+00   7.379955e+01   1.139614e+02
   5.920339e+01   6.808977e-01   6.255707e-01  -3.808407e-01  -1.276479e+02  -1.706138e-01   3.407747e+01
   3.619316e+01   8.049199e-01  -5.930790e-01  -1.900800e-02  -4.317596e+01   1.110599e+02  -3.264368e+01
   5.484819e+02   2.997659e-01   1.887779e-01  -9.351488e-01  -2.786998e+01   6.439555e+01   1.110005e+02
   3.614217e+01   5.871657e-01  -5.161653e-02  -8.078194e-01  -7.617457e+01   7.137551e+01   6.386173e+01
   1.469247e+02   6.309218e-01  -3.857079e-01  -6.731768e-01  -1.184194e+02   2.928175e+01   2.078568e+01
   5.063121e+01   7.400053e-01   2.761110e-01  -6.133147e-01  -1.071844e+02  -6.161538e+01   5.984389e+00
   3.606764e+02   8.336318e-03   2.127232e-01  -9.770769e-01  -5.793601e+01  -2.001251e+01   9.749478e+01
   2.822405e+02  -5.416985e-01   5.030777e-01  -6.734059e-01   1.258769e+02  -6.330877e+01  -5.427566e-02
   6.378565e+02   3.609682e-01  -2.683324e-01  -8.931403e-01  -7.492317e+01   6.038650e+01   6.354148e+01
   2.377872e+02   5.186256e-01  -3.537798e-01  -7.783748e-01  -8.238928e+01   4.821451e+01   5.166340e+01
   4.653060e+01  -5.266901e-01  -7.324625e-01  -4.313887e-01   6.826514e+01   1.101919e+02  -3.863332e+01
   1.783097e+02   3.859101e-01   8.775413e-01  -2.845956e-01  -3.093388e+01  -8.422636e+01   4.972034e+01
   1.880607e+02   6.455190e-02   4.870259e-01  -8.709987e-01   4.395819e+01   1.169753e+01   1.246094e+02
   7.979937e+01  -7.536046e-01   4.294554e-01  -4.976426e-01   3.786118e+01  -2.749155e+01   1.198877e+02
   1.330749e+03   4.132226e-01  -5.544356e-01  -7.223907e-01  -1.098906e+02   5.320600e+00   7.148595e+01
   1.073049e+02  -6.137175e-01   5.465045e-01  -5.698102e-01   1.167223e+02  -5.679748e+01  -4.693832e+00
   9.870767e+01  -3.051503e-01  -2.059675e-01  -9.297638e-01   8.697491e+01   1.593246e+01   7.547940e+01
   3.390728e+01   2.509734e-01  -1.314367e-01  -9.590291e-01  -7.074347e+01   3.003868e+00   8.534721e+01
   1.684010e+02  -4.273933e-01  -2.383605e-01  -8.720775e-01   3.719545e+01   7.930398e+01   7.476397e+01
   9.123504e+01   4.816332e-01   7.728692e-01  -4.131618e-01  -3.854064e+01  -1.032687e+02   3.931601e+00
   2.729570e+02   3.107171e-01   3.816107e-01  -8.705333e-01  -6.640827e+01  -2.056140e+01   8.215581e+01
   2.819956e+02  -7.386659e-01  -3.768063e-01  -5.589183e-01   5.019453e+01   3.262086e+01   9.058795e+01
   1.444982e+02   5.984284e-01   2.530494e-01  -7.601641e-01  -1.135969e+02   1.922039e+01   4.852124e+01
   7.763934e+02   2.857238e-01  -1.286342e-01  -9.496395e-01  -1.094979e+02  -3.117450e+01   7.658059e+01
   1.161648e+02   2.873823e-01   3.331878e-01  -8.979963e-01   6.131579e+01  -4.422235e+01   1.145737e+02
   4.565802e+01  -4.749052e-01  -7.791029e-01  -4.092234e-01  -3.175321e+01   1.051919e+02   8.094459e+01
   7.040548e+02  -8.012280e-01   3.625928e-01  -4.759834e-01   1.281498e+02   4.664721e+01   2.991013e+01
   2.529203e+01   1.833436e-02   3.714288e-01  -9.282804e-01   5.448967e+01  -4.391502e+01   9.123076e+01
   3.454855e+02   1.061297e-01   6.082809e-01  -7.865945e-01  -5.589512e+01   1.017011e+01   1.274534e+02
   1.033167e+03  -4.569518e-01   3.431048e-03  -8.894848e-01   7.536532e+01   2.938198e+01   7.382081e+01
   6.022248e+01   7.144102e-01   1.600356e-01  -6.811803e-01  -6.663343e+01   6.340528e+01   9.181636e+01
   3.550868e+01   3.895858e-01  -7.763980e-01  -4.954080e-01  -8.697482e+01   3.281922e+01   8.202344e+01
   2.138004e+02   4.074722e-01  -3.742611e-01  -8.330036e-01  -4.397243e+01  -1.755733e-01   9.861682e+01
   7.890793e+01  -2.597946e-01   8.090305e-01  -5.272348e-01   6.874687e+01  -9.219126e+01   1.432834e+01
   1.508687e+02   4.189578e-01  -2.378716e-01  -8.762941e-01  -1.133886e+01  -1.315432e+01   1.122666e+02
   3.477154e+02  -9.300038e-04   3.404247e-01  -9.402713e-01   4.907872e+00  -1.563104e+01   1.006882e+02
   1.479860e+02  -5.246574e-02  -3.440823e-01   9.374725e-01  -5.147104e+01  -1.307529e+01  -1.143494e+02
   2.406029e+02  -5.914564e-01  -2.450783e-01  -7.681901e-01   7.895549e+01   8.424508e+01   4.250853e+01
   1.786018e+02   2.758669e-01   3.467645e-02  -9.605701e-01  -4.667801e+01   3.733483e+01   9.204713e+01
   3.423037e+02   8.153922e-02   5.538159e-01  -8.286370e-01  -9.182302e+01  -6.171873e+01   7.039513e+01
